Date,Stock,Title,Processed_Title
2026-01-09 08:00:00,DELTA,หุ้นไทยวันนี้(9 ม.ค.) บวก 0.49 จุด ซื้อ DELTA-PTTEP ขาย BH - Thunhoon,หุ้น ไทย มค บวก 049 จุด ซื้อ deltapttep ขาย bh
2026-01-09 08:00:00,DELTA,แรงซื้อกลับ DELTA-กลุ่มพลังงาน ดัน SET ปิดเช้ารีบาวด์ 7 จุด แนวโน้มบ่ายไปต่อ - ข่าวหุ้นธุรกิจออนไลน์,แรง ซื้อ delta พลังงาน ดัน set เช้า รี บาวด์ จุด แนวโน้ม บ่าย
2026-01-09 08:00:00,DELTA,Gossip Station by..เจ๊จิ๋ม 09-01-2569 (ถึงจังหวะเก็บ DELTA คาดราคาดีดเร็ว) - Share2Trade,gossip station by เจ๊ จิ๋ม 09012569 จังหวะ delta คาด ราคา ดีด
2026-01-09 08:00:00,DELTA,"แรงซื้อหุ้นบิ๊กแคป DELTA หนุนหุ้นไทยปิดแตะ 1,254.09 จุด ลุ้นศาลตัดสิน TARIFF คืนนี้! - posttoday",แรง ซื้อ หุ้น บิ๊ก แคป delta หนุน หุ้น ไทย แตะ 125409 จุด ลุ้น ศาล ตัดสิน tariff คืนนี้
2026-01-09 08:00:00,DELTA,เด็กแนว (เช้า) ” DELTA ” ทำให้หวั่นบางเรื่อง - มิติหุ้น,เด็ก แนว เช้า delta หวั่น เรื่อง
2026-01-09 08:00:00,DELTA,หุ้นไทยภาคเช้า ปิดบวก 7.04 จุด รับแรงซื้อกลับ DELTA-กลุ่มพลังงาน จับตาตัวเลขจ้างงานสหรัฐคืนนี้ - LINE TODAY,หุ้น ไทย เช้า บวก 704 จุด แรง ซื้อ delta พลังงาน จับตา ตัวเลข จ้างงาน สหรัฐ คืนนี้
2026-01-09 03:37:49,DELTA,DELTA พุ่ง +4.62% แตะ 169.50 บาท +7.50 บาท นำตลาด - Thunhoon,delta พุ่ง 462 แตะ 16950 บาท 750 บาท ตลาด
2026-01-08 08:00:00,DELTA,DELTA ร่วงแรง หลังบ.แม่ขายบิ๊กล็อตเช้านี้ 51.20 ล้านหุ้นที่ราคา 171 บาท/หุ้น - Thunhoon,delta ร่วง แรง แม่ ขาย บิ๊ก ล็อต เช้านี้ 5120 ล้าน หุ้น ราคา 171 บาท หุ้น
2026-01-08 08:00:00,DELTA,“บิ๊กล็อต” DELTA เป็นผลดี โบรกฯชี้ หนุนราคาหุ้นระยะยาว ตลาดหุ้นไทยได้อานิสงส์เชิงบวก - Share2Trade,บิ๊ก ล็อต delta เป็นผลดี โบรก ชี้ หนุน ราคา หุ้น ระยะยาว ตลาดหุ้น ไทย อานิสงส์ เชิง บวก
2026-01-08 08:00:00,DELTA,DELTA ร่วง 6.99 % กังวลผู้ถือหุ้นใหญ่ขายบิ๊กล็อต 51.2 ล้านหุ้น ที่ราคา Discount | การเงินธนาคาร - LINE TODAY,delta ร่วง 699 กังวล ผู้ถือหุ้น ขาย บิ๊ก ล็อต 512 ล้าน หุ้น ราคา discount
2026-01-08 08:00:00,DELTA,“Delta International” โยนบิ๊กล็อต “DELTA” 48.75 ล้านหุ้น ราคาเฉลี่ย 171 บาท - ข่าวหุ้นธุรกิจออนไลน์,delta international โยน บิ๊ก ล็อต delta 4875 ล้าน หุ้น ราคา เฉลี่ย 171 บาท
2026-01-08 08:00:00,DELTA,เปิดจุดเสี่ยงหุ้นDELTA หวั่นแรงขายยังไม่จบ - Thunhoon,จุด เสี่ยง หุ้น delta หวั่น แรง ขาย จบ
2026-01-08 08:00:00,DELTA,หุ้นไทยภาคเช้า ปิดลบ 17.85 จุด แรงขาย DELTA ฉุด แบงก์-น้ำมันผนึกกำลังช่วยพยุง | การเงินธนาคาร - LINE TODAY,หุ้น ไทย เช้า ลบ 1785 จุด แรง ขาย delta ฉุด แบงก์ น้ำมัน ผนึก พยุง
2026-01-08 08:00:00,DELTA,DELTA ส่องหุ้นร้อน 8 ม.ค. 69 - Share2Trade,delta ส่อง หุ้น ร้อน มค 69
2026-01-08 08:00:00,DELTA,DELTA แม่บิ๊กล็อต 45.8 ล้านหุ้น กดหุ้นระยะสั้นหวังเพิ่มโฟลท - มิติหุ้น,delta แม่ บิ๊ก ล็อต 458 ล้าน หุ้น กด หุ้น ระยะสั้น หวัง เพิ่ม โฟลท
2026-01-08 08:00:00,DELTA,DELTA ร่วง 7% หลัง Delta International โยนบิ๊กล็อต 51.2 ล้านหุ้น ราคาดิสเคาต์ - ข่าวหุ้นธุรกิจออนไลน์,delta ร่วง delta international โยน บิ๊ก ล็อต 512 ล้าน หุ้น ราคา ดิส เคาต์
2026-01-08 08:00:00,DELTA,DELTA เผยผู้ถือหุ้นใหญ่ขายบิ๊กล็อต 51.2 ล้านหุ้น เสริมสภาพคล่อง–ขยายกิจการ - LINE TODAY,delta เผย ผู้ถือหุ้น ขาย บิ๊ก ล็อต 512 ล้าน หุ้น เสริม สภาพคล่อง ขยายกิจการ
2026-01-08 08:00:00,DELTA,หุ้นไทยพักเที่ยงวันนี้(8 ม.ค.) ร่วง 17.85 จุด ขาย DELTA ฉุดตลาด - Thunhoon,หุ้น ไทย พักเที่ยง มค ร่วง 1785 จุด ขาย delta ฉุด ตลาด
2026-01-08 08:00:00,DELTA,DELTA เผยบ.แม่ขายหุ้นบิ๊กล็อต 51.20 ล้านหุ้นให้นลท.เฉพาะเจาะจง - Thunhoon,delta เผย แม่ ขาย หุ้น บิ๊ก ล็อต 5120 ล้าน หุ้น นลท เฉพาะเจาะจง
2026-01-08 08:00:00,DELTA,จับตา DELTA ร่วง! หลัง Delta International ขายบิ๊กล็อต 51 ล้านหุ้น ราคาต่ำกว่ากระดาน - ข่าวหุ้นธุรกิจออนไลน์,จับตา delta ร่วง delta international ขาย บิ๊ก ล็อต 51 ล้าน หุ้น ราคา ต่ำกว่า กระดาน
2026-01-08 08:00:00,DELTA,ครบถ้วนบิ๊กล็อต DELTA 51.20 ล้านหุ้น ราคา 171 บ. หลัง Delta International ขายผู้ลงทุน PP - ข่าวหุ้นธุรกิจออนไลน์,บิ๊ก ล็อต delta 5120 ล้าน หุ้น ราคา 171 delta international ขาย ผู้ลงทุน pp
2026-01-08 08:00:00,DELTA,หุ้นไทยเช้านี้ดิ่ง 18.62 จุด DELTA-กลุ่มพลังงานฉุดดัชนี โบรกแนะจังหวะสะสม Election Play - bangkokbiznews,หุ้น ไทย เช้านี้ ดิ่ง 1862 จุด delta พลังงาน ฉุด ดัชนี โบรก แนะ จังหวะ สะสม election play
2026-01-08 08:00:00,DELTA,“กรภัทร” ชี้ DELTA กด SET ชั่วคราว รับธีม AI หนุน จับตา ITC-BCP-BDMS เด่น - ข่าวหุ้นธุรกิจออนไลน์,กร ภัทร ชี้ delta กด set ชั่วคราว ธีม ai หนุน จับตา itcbcpbdms เด่น
2026-01-08 08:00:00,DELTA,DELTA เด้งสวนดราม่า! บิ๊กล็อตกดดิ่งไม่ตาย ตลาดเริ่มมองไกลกว่าเกมขายหุ้น - posttoday,delta เด้ง สวน ดราม่า บิ๊ก ล็อต กด ดิ่ง ตาย ตลาด เกม ขาย หุ้น
2026-01-08 08:00:00,DELTA,ผลพวงขายบิ๊กล็อต DELTA กด SET รูดหนัก 27 จุด ลุ้นพรุ่งนี้รีบาวด์ - ข่าวหุ้นธุรกิจออนไลน์,ผลพวง ขาย บิ๊ก ล็อต delta กด set รูด หนัก 27 จุด ลุ้น พรุ่งนี้ รี บาวด์
2026-01-08 08:00:00,DELTA,DELTA ร่วง 6.72% ผถห.ใหญ่ปาดหุ้นทำดีลขายบิ๊กล็อตราคาดิสเคาท์ โบรกแนะจับจังหวะสะสมเก็งงบยังแกร่ง - สำนักข่าวอินโฟเควสท์,delta ร่วง 672 ผถห ปาด หุ้น ทำ ดีล ขาย บิ๊ก ล็อต ราคา ดิส เคาท์ โบรก แนะ จังหวะ สะสม เก็ง งบ แกร่ง
2026-01-08 08:00:00,DELTA,"หนีตาย! SET ปิดร่วงหนัก -27 จุด พายุ DELTA ถล่ม หวัง 1,243 จุดเอาอยู่ - posttoday",หนี ตาย set ร่วง หนัก 27 จุด พายุ delta ถล่ม หวัง 1243 จุด เอาอยู่
2026-01-08 08:00:00,DELTA,DELTA พลิกบวกดัน SET เด้ง 9.93 จุด -ลุ้นศาลตัดสิน TARIFF คืนนี้! - posttoday,delta พลิก บวก ดัน set เด้ง 993 จุด ลุ้น ศาล ตัดสิน tariff คืนนี้
2026-01-08 08:00:00,DELTA,PremiumStock 09/01/69 (MENA TSE DELTA) - Share2Trade,premiumstock 090169 mena tse delta
2026-01-08 08:00:00,DELTA,หุ้นไทยกังวลแรงฉุด DELTA จับตาตัวเลขเศรษฐกิจสหรัฐฯ | 8 ม.ค. 69 | การเงินธนาคาร - LINE TODAY,หุ้น ไทย กังวล แรง ฉุด delta จับตา ตัวเลข เศรษฐกิจ สหรัฐฯ มค 69
2026-01-08 08:00:00,DELTA,หุ้นปิดดิ่ง 27.22 จุด เจอฤทธิ์ DELTA กดดัชนี 24 จุด ต่างชาติขาย 3.77 พันลบ. - Hoonsmart,หุ้น ดิ่ง 2722 จุด เจอ ฤทธิ์ delta กด ดัชนี 24 จุด ต่างชาติ ขาย 377 พัน ลบ
2026-01-08 08:00:00,DELTA,DELTA ร่วงแรง ยันบริษัทย่อยขายหุ้นบิ๊กลอต 0.41% ไม่กระทบโครงสร้างธุรกิจ - ประชาชาติธุรกิจ,delta ร่วง แรง ยัน บริษัท ขาย หุ้น บิ๊ก ลอต 041 กระทบ โครงสร้าง ธุรกิจ
2026-01-08 08:00:00,DELTA,"‘หุ้นไทย’ วันนี้แนวโน้มแกว่งลง ในกรอบ 1,260-1,275 จุด กังวลแรงขาย DELTA - businesstoday.co",หุ้น ไทย แนวโน้ม แกว่ง ลง กรอบ 12601275 จุด กังวล แรง ขาย delta
2026-01-08 08:00:00,DELTA,หุ้นไทยปิดเช้าร่วง 17.85 จุด เซ่นพิษ DELTA โยนบิ๊กล็อตราคาดิสเคาท์ แบงก์-น้ำมันผนึกกำลังช่วยพยุง - สำนักข่าวอินโฟเควสท์,หุ้น ไทย เช้า ร่วง 1785 จุด เซ่น พิษ delta โยน บิ๊ก ล็อต ราคา ดิส เคาท์ แบงก์ น้ำมัน ผนึก พยุง
2026-01-08 03:43:36,DELTA,บิ๊กล็อต DELTA 8.7 พันล.แก้ฟรีโฟลต ฉุดราคาหุ้น-SET ร่วงแรง - Hoonsmart,บิ๊ก ล็อต delta 87 พัน แก้ ฟรี โฟลต ฉุด ราคา หุ้น set ร่วง แรง
2026-01-07 08:00:00,DELTA,DELTA ทุบหุ้นไทยดิ่งหนัก 16 จุด จังหวะนี้แค่มอง หรือ ซื้อ ? - posttoday,delta ทุบ หุ้น ไทย ดิ่ง หนัก 16 จุด จังหวะ ซื้อ
2026-01-07 08:00:00,DELTA,หุ้นไทย ปิดบวก 6.07 จุด รับแรงซื้อกลับ DELTA-กลุ่มปิโตรฯพุ่งประคองตลาด สลับขายแบงก์-พลังงาน - LINE TODAY,หุ้น ไทย บวก 607 จุด แรง ซื้อ delta ปิโตร พุ่ง ประคอง ตลาด สลับ ขาย แบงก์ พลังงาน
2026-01-07 08:00:00,DELTA,DELTA เทขายบิ๊กล็อต 5.1 หมื่นล้านหุ้น ฉุด SET เช้าร่วงเกือบ 18 จุด - thansettakij,delta เท ขาย บิ๊ก ล็อต 51 หมื่น ล้าน หุ้น ฉุด set เช้า ร่วง 18 จุด
2026-01-06 08:00:00,DELTA,DELTA โตได้ต่อเนื่อง ดาต้าหนุน-รง.ใหม่จ่อ - HoonVision | หุ้นวิชั่น - หุ้น ข่าวหุ้น หุ้นไทยวันนี้ หุ้นวันนี้ หุ้นเด่น วิเคราะห์หุ้น ธุรกิจ การเงิน เศรษฐกิจ การลงทุน ดัชนีราคาหุ้น - HoonVision,delta ต่อเนื่อง ดา ต้า หนุน รง จ่อ hoonvision
2026-01-06 07:32:10,DELTA,DELTA ฟิลลิปฯเพิ่มคำแนะนำเป็นซื้อ คาดกำไร Q4/68 ถึงปี 69 โตต่อเนื่อง - Thunhoon,delta ฟิลลิป เพิ่ม คำแนะนำ ซื้อ คาด กำไร 468 ปี 69 ต่อเนื่อง
2026-01-05 08:02:58,DELTA,เทียบฟอร์มหุ้น DELTA-KCE-HANA ในมุมมองทิสโก้ - Thunhoon,เทียบ ฟอร์ม หุ้น deltakcehana มุมมอง ทิสโก้
2026-01-05 08:00:00,DELTA,"""บอย ท่าพระจันทร์"" โชว์กำไร ขายหุ้น DELTA ได้เงินกว่า 13 ลบ. หลังวันนี้ราคาหุ้นบวกแรง 10% - Share2Trade",บอย ท่า พระจันทร์ โชว์ กำไร ขาย หุ้น delta ได้เงิน 13 ลบ ราคา หุ้น บวก แรง 10
2026-01-05 08:00:00,DELTA,หุ้นปิดพุ่ง 20.38 จุด DELTA หนุนเป็นหลัก ต่างชาติซื้อ 2.37 พันลบ. - Hoonsmart,หุ้น พุ่ง 2038 จุด delta หนุน เป็นหลัก ต่างชาติ ซื้อ 237 พัน ลบ
2026-01-05 08:00:00,DELTA,IVL-DELTA-SCGP วิ่งคึก! บล.เอเซีย พลัส แนะสะสมหุ้นกำไรโตเด่นปี 69 - ข่าวหุ้นธุรกิจออนไลน์,ivldeltascgp วิ่ง คึก บล เอเซีย พลัส แนะ สะสม หุ้น กำไร เด่น ปี 69
2026-01-05 08:00:00,DELTA,หุ้นไทย ปิดบวก 20.38 จุด รับอานิสงส์หุ้นเทคฯโลกหนุน DELTA แรงซื้อสื่อสาร-แบงก์ จับตาเศรษฐกิจสหรัฐ - LINE TODAY,หุ้น ไทย บวก 2038 จุด อานิสงส์ หุ้น เทค โลก หนุน delta แรง ซื้อ สื่อสาร แบงก์ จับตา เศรษฐกิจ สหรัฐ
2026-01-05 08:00:00,DELTA,หุ้นไทยภาคเช้า ปิดบวก 23.06 จุด แรลลี่ก่อนเลือกตั้ง รับแรงหนุน DELTA-สื่อสาร-แบงก์ | การเงินธนาคาร - LINE TODAY,หุ้น ไทย เช้า บวก 2306 จุด แรลลี่ เลือกตั้ง แรง หนุน delta สื่อสาร แบงก์
2026-01-05 08:00:00,DELTA,ตลาดหุ้นไทยวันแรกปี 69 ปิดพุ่ง 20.38 จุด DELTA-Election Rally หนุน - posttoday,ตลาดหุ้น ไทย ปี 69 พุ่ง 2038 จุด deltaelection rally หนุน
2026-01-05 08:00:00,DELTA,หุ้นไทยพักเที่ยงวันนี้(5 ม.ค.) พุ่งแรง 23.06 จุด ซื้อ DELTA-ADVANC-TRUE - Thunhoon,หุ้น ไทย พักเที่ยง มค พุ่ง แรง 2306 จุด ซื้อ deltaadvanctrue
2026-01-05 03:38:26,DELTA,หุ้น DELTA ดีดขึ้น โบรกฯ มองผ่านพ้นปัจจัยกดดันแล้ว - Thunhoon,หุ้น delta ดีด ขึ้น โบรก ผ่านพ้น ปัจจัย กดดัน
2026-01-03 08:00:00,DELTA,KCE-HANA-DELTA ปีทองกลุ่มอิเล็กทรอนิกส์ จริงหรือ? - HoonVision | หุ้นวิชั่น - หุ้น ข่าวหุ้น หุ้นไทยวันนี้ หุ้นวันนี้ หุ้นเด่น วิเคราะห์หุ้น ธุรกิจ การเงิน เศรษฐกิจ การลงทุน ดัชนีราคาหุ้น - HoonVision,kcehanadelta ปี ทอง อิเล็กทรอนิกส์ hoonvision
2025-12-30 08:00:00,DELTA,ใช้ DELTA ดันดัชนีอีกแล้ว - ข่าวหุ้นธุรกิจออนไลน์,delta ดัน ดัชนี อีกแล้ว
2025-12-30 08:00:00,DELTA,"หุ้นไทยส่งท้ายปี 68 บวก 5.64 จุดที่ 1,259.67 ซื้อ DELTA-SCB ขาย SCC - Thunhoon",หุ้น ไทย ส่งท้าย ปี 68 บวก 564 จุด 125967 ซื้อ deltascb ขาย scc
2025-12-30 08:00:00,DELTA,หุ้นไทยพักเที่ยงวันนี้(30 ธ.ค.) บวก 3.37 จุด ซื้อ DELTA-SCB ขาย TFG - Thunhoon,หุ้น ไทย พักเที่ยง 30 ธค บวก 337 จุด ซื้อ deltascb ขาย tfg
2025-12-30 08:00:00,DELTA,ตลาดซึมอย่าเพิ่งถอดใจ! เป็นโอกาสช้อนหุ้นกำไรปี 69 โต โบรกฯ ชู IVL-DELTA-SCGP นำทัพเด่น - Share2Trade,ตลาด ซึม อย่า ถอดใจ โอกาส ช้อน หุ้น กำไร ปี 69 โบรก ชู ivldeltascgp ทัพ เด่น
2025-12-30 06:45:53,DELTA,DELTA เคจีไอฯ คาดกำไร Q4/68 ทำนิวไฮ อุปสงค์ server หนุน - Thunhoon,delta เค จี ไอ คาด กำไร 468 ทำ นิว ไฮ อุปสงค์ server หนุน
2025-12-29 08:00:00,DELTA,หุ้นไทยพักเที่ยงวันนี้(29 ธ.ค.) ลบ 2.58 จุด ขาย DELTA-CPALL ซื้อ PTT - Thunhoon,หุ้น ไทย พักเที่ยง 29 ธค ลบ 258 จุด ขาย deltacpall ซื้อ ptt
2025-12-27 08:00:00,DELTA,ทำไม! DELTA ผันผวนน้อยลง? - HoonVision | หุ้นวิชั่น - หุ้น ข่าวหุ้น หุ้นไทยวันนี้ หุ้นวันนี้ หุ้นเด่น วิเคราะห์หุ้น ธุรกิจ การเงิน เศรษฐกิจ การลงทุน ดัชนีราคาหุ้น - HoonVision,delta ผันผวน น้อยลง hoonvision
2025-12-26 08:00:00,DELTA,หุ้นไทยวันนี้(26 ธ.ค.) ลบ 5.52 จุด ขาย DELTA-AOT-TRUE - Thunhoon,หุ้น ไทย 26 ธค ลบ 552 จุด ขาย deltaaottrue
2025-12-26 08:00:00,DELTA,หุ้นไทยพักเที่ยงวันนี้(26 ธ.ค.) ร่วง 5.28 จุด ขาย DELTA-AOT-TRUE - Thunhoon,หุ้น ไทย พักเที่ยง 26 ธค ร่วง 528 จุด ขาย deltaaottrue
2025-12-26 08:00:00,DELTA,หุ้นไทย ปิดลบ 5.52 จุด รับแรงกดดัน DELTA-THAI วอลุ่มเบาบางใกล้วันหยุดยาว | การเงินธนาคาร - LINE TODAY,หุ้น ไทย ลบ 552 จุด แรงกดดัน deltathai วอ ลุ่ม เบาบาง วันหยุด
2025-12-26 08:00:00,DELTA,หุ้นไทยแนวโน้มดัชนีเช้าแกว่งไซด์เวย์ซึมตัวช่วงหลายตลาดยังหยุดคริสต์มาส เกาะติดหุ้น DELTA - สำนักข่าวอินโฟเควสท์,หุ้น ไทย แนวโน้ม ดัชนี เช้า แกว่ง ไซ ด์เวย์ ซึม ตัว ตลาด หยุด คริสต์มาส เกาะติด หุ้น delta
2025-12-25 08:00:00,DELTA,หุ้นไทยวันนี้(25 ธ.ค.) ร่วง 10.56 จุด ขาย KCE-DELTA-BDMS ฉุดตลาด - Thunhoon,หุ้น ไทย 25 ธค ร่วง 1056 จุด ขาย kcedeltabdms ฉุด ตลาด
2025-12-25 08:00:00,DELTA,หุ้นไทยพักเที่ยงวันนี้(25 ธ.ค.) ร่วง 8.74 จุด ขาย KCE-DELTA-PTTGC - Thunhoon,หุ้น ไทย พักเที่ยง 25 ธค ร่วง 874 จุด ขาย kcedeltapttgc
2025-12-25 08:00:00,DELTA,"ซานต้าไม่มา? DELTA ลากบิ๊กแคปดิ่ง SET ร่วงกว่า 10 จุด ขีดเส้น 1,250 จุดห้ามหลุด! - posttoday",ซาน ต้า delta ลาก บิ๊ก แคป ดิ่ง set ร่วง 10 จุด ขีดเส้น 1250 จุด ห้าม หลุด
2025-12-24 08:00:00,DELTA,หุ้นปิดครึ่งเช้าลบ 0.77 จุด DELTA ประคองดัชนี กลุ่มปิโตรฯ เด่น - Hoonsmart,หุ้น ครึ่ง เช้า ลบ 077 จุด delta ประคอง ดัชนี ปิโตร เด่น
2025-12-24 08:00:00,DELTA,หุ้นไทยวันนี้(24 ธ.ค.) บวก 4.22 จุด ซื้อ PTTGC-DELTA-BDMS - Thunhoon,หุ้น ไทย 24 ธค บวก 422 จุด ซื้อ pttgcdeltabdms
2025-12-23 08:00:00,DELTA,หุ้น DELTA ฆ่าไม่ตาย / สุนันท์ ศรีจันทรา - ผู้จัดการออนไลน์,หุ้น delta ฆ่า ตาย สุนันท์ ศรี จันทรา
2025-12-23 08:00:00,DELTA,ปรับพอร์ต DELTA - ข่าวหุ้นธุรกิจออนไลน์,พอร์ต delta
2025-12-23 08:00:00,DELTA,หุ้นไทย ปิดบวก 1.43 จุด แรงขาย DELTA ฉุดตลาด เข้าโหมดซึมรอตัวเลขเศรษฐกิจสหรัฐ | การเงินธนาคาร - LINE TODAY,หุ้น ไทย บวก 143 จุด แรง ขาย delta ฉุด ตลาด โหมด ซึม รอ ตัวเลข เศรษฐกิจ สหรัฐ
2025-12-23 08:00:00,DELTA,กลยุทธ์ลงทุนหุ้นอิเล็ก DELTA เหมาะเก็งกำไร - Thunhoon,กลยุทธ์ ลงทุน หุ้น อิ delta เหมาะ เก็งกำไร
2025-12-23 08:00:00,DELTA,หุ้นไทยวันนี้(23 ธ.ค.) บวก 1.43% ซื้อ AOT-GULF ขาย DELTA - Thunhoon,หุ้น ไทย 23 ธค บวก 143 ซื้อ aotgulf ขาย delta
2025-12-23 08:00:00,DELTA,หุ้นไทยพักเที่ยงวันนี้(23 ธ.ค.) บวก 2.66 จุด ซื้อ AOT-CPALL ขาย DELTA - Thunhoon,หุ้น ไทย พักเที่ยง 23 ธค บวก 266 จุด ซื้อ aotcpall ขาย delta
2025-12-23 08:00:00,DELTA,หุ้นไทยวันนี้ 23 ธันวาคม 2568 ปิดบวก 1.43 จุด DELTA พ่นพิษฉุดดัชนีช่วงบ่าย - TNN Thailand,หุ้น ไทย 23 ธันวาคม 2568 บวก 143 จุด delta พ่น พิษ ฉุด ดัชนี บ่าย
2025-12-23 08:00:00,DELTA,หุ้นปิดบวกแค่ 1.43 จุด DELTA ถ่วง ต่างชาติซื้อ 1.8 พันลบ. - Hoonsmart,หุ้น บวก 143 จุด delta ถ่วง ต่างชาติ ซื้อ 18 พัน ลบ
2025-12-23 08:00:00,DELTA,หุ้นปิดบวก 1.43 จุด แรงขาย DELTA ฉุดตลาด เข้าโหมดซึมรอตัวเลขเศรษฐกิจสหรัฐ - ผู้จัดการออนไลน์,หุ้น บวก 143 จุด แรง ขาย delta ฉุด ตลาด โหมด ซึม รอ ตัวเลข เศรษฐกิจ สหรัฐ
2025-12-23 08:00:00,DELTA,[LIVE🔴 สด]: ทันหุ้นทันเกม – ตะลุยข่าวmai / 23 ธันวาคม 68 / 09.30-10.30 น. 🎯 - Thunhoon,live สด หุ้น ทันเกม ตะลุย ข่าว mai 23 ธันวาคม 68 09301030
2025-12-23 00:49:32,DELTA,กลยุทธ์ลงทุนหุ้นอิเล็ก DELTAเหมาะเก็งกำไร - Thunhoon,กลยุทธ์ ลงทุน หุ้น อิ delta เหมาะ เก็งกำไร
2025-12-22 08:00:00,DELTA,DELTA ส่องหุ้นร้อน 22 ธ.ค. 68 - Share2Trade,delta ส่อง หุ้น ร้อน 22 ธค 68
2025-12-22 08:00:00,DELTA,หุ้นปิดพุ่ง 17.49 จุด DELTA ดัน ต่างชาติซื้อ 757 ลบ. - Hoonsmart,หุ้น พุ่ง 1749 จุด delta ดัน ต่างชาติ ซื้อ 757 ลบ
2025-12-22 08:00:00,DELTA,หุ้นเช้านี้บวก 7.96 จุด DELTA หนุน - Hoonsmart,หุ้น เช้านี้ บวก 796 จุด delta หนุน
2025-12-22 08:00:00,DELTA,หุ้นไทย ปิดบวก 17.49 จุด เด้งตาม DELTA-กลุ่มปิโตร แม้เผชิญแรงขายแบงก์ เกาะติดเงินบาทแข็งค่าหนัก - LINE TODAY,หุ้น ไทย บวก 1749 จุด เด้ง delta ปิโตร เผชิญ แรง ขาย แบงก์ เกาะติด เงินบาท แข็งค่า หนัก
2025-12-22 08:00:00,DELTA,DELTA เด่นเข้าตานักลงทุน เก็งรับงบโตโดดเด่น - มิติหุ้น,delta เด่น เข้าตา นักลงทุน เก็ง งบ โดดเด่น
2025-12-22 08:00:00,DELTA,4 หุ้นอิเล็กฯ กอดคอเด้ง! นักลงทุนเก็งกำไรหลังลงลึก พ่วงตาม Nasdaq พุ่ง - ข่าวหุ้นธุรกิจออนไลน์,หุ้น อิ กอด คอ เด้ง นักลงทุน เก็งกำไร ลง ลึก พ่วง nasdaq พุ่ง
2025-12-22 08:00:00,DELTA,“โรบอทเทรด” กินวอลุ่มตลาด 47% แรงซื้อ DELTA ดันราคาหุ้นปิดพุ่ง 8% - ข่าวหุ้นธุรกิจออนไลน์,โร บอ เทรด กิน วอ ลุ่ม ตลาด 47 แรง ซื้อ delta ดัน ราคา หุ้น พุ่ง
2025-12-22 08:00:00,DELTA,"หุ้นปิดเช้าพุ่ง 12.44 จุด DELTA ดัน, TESG หนุนโค้งสุดท้ายของปี - Hoonsmart",หุ้น เช้า พุ่ง 1244 จุด delta ดัน tesg หนุน โค้งสุดท้าย ปี
2025-12-22 08:00:00,DELTA,หุ้นปิดเช้าพุ่ง 12.44 จุด รับแรงหนุน DELTA รีบาวด์-กลุ่มพลังงานเด้งตามราคาน้ำมันโลก - ผู้จัดการออนไลน์,หุ้น เช้า พุ่ง 1244 จุด แรง หนุน delta รี บาวด์ พลังงาน เด้ง ราคา น้ำมัน โลก
2025-12-22 08:00:00,DELTA,แรงซื้อ “เดลต้า” พ่วงกลุ่มอิเล็กฯ ดัน SET ปิดเช้าพุ่ง 12 จุด แนวโน้มบ่ายบวกต่อ - ข่าวหุ้นธุรกิจออนไลน์,แรง ซื้อ เดลต้า พ่วง อิ ดัน set เช้า พุ่ง 12 จุด แนวโน้ม บ่าย บวก
2025-12-22 08:00:00,DELTA,"""หุ้นไทย"" ปิดบวกช่วงเช้า 1,264 จุด แรงหนุนหุ้น DELTA บวกนำตลาด - bangkokbiznews",หุ้น ไทย บวก เช้า 1264 จุด แรง หนุน หุ้น delta บวก ตลาด
2025-12-22 08:00:00,DELTA,8 หุ้นชิ้นส่วนฯ บวกคึก CCET-DELTA พุ่งนำ 5.78% ค่าเงินบาทเริ่มนิ่ง จับตาลุ้นส่งออกดีกว่าคาด - bangkokbiznews,หุ้น ชิ้นส่วน บวก คึก ccetdelta พุ่ง 578 ค่าเงินบาท นิ่ง จับตา ลุ้น ส่งออก ดีกว่า คาด
2025-12-22 08:00:00,DELTA,หุ้นไทยวันนี้ 22 ธันวาคม 2568 ปิดบวก 17.49 จุด แนวโน้มพรุ่งนี้คาดตลาดแกว่งผันผวน - TNN Thailand,หุ้น ไทย 22 ธันวาคม 2568 บวก 1749 จุด แนวโน้ม พรุ่งนี้ คาด ตลาด แกว่ง ผันผวน
2025-12-22 06:40:19,DELTA,"""คิงส์ฟอร์ด""คาด SET ภาคบ่าย DELTA ชี้นำตลาด แนะซื้อเก็งกำไร THAI-BTG - Hoonsmart",คิงส์ ฟอร์ด คาด set บ่าย delta ชี้นำ ตลาด แนะ ซื้อ เก็งกำไร thaibtg
2025-12-19 08:00:00,DELTA,หุ้นไทยวันนี้(19 ธ.ค.) บวก 2.12 จุด ซื้อ DELTA ขาย KTB-AOT - Thunhoon,หุ้น ไทย 19 ธค บวก 212 จุด ซื้อ delta ขาย ktbaot
2025-12-19 08:00:00,DELTA,หุ้นไทยพักเที่ยงวันนี้(19 ธ.ค.) บวก 3.58 จุด ซื้อ DELTA ขาย AOT-KTB - Thunhoon,หุ้น ไทย พักเที่ยง 19 ธค บวก 358 จุด ซื้อ delta ขาย aotktb
2025-12-19 08:00:00,DELTA,หุ้นเช้านี้บวก 2.35 จุด DELTA ฟื้น เงินเฟ้อสหรัฐฯต่ำคาด - Hoonsmart,หุ้น เช้านี้ บวก 235 จุด delta ฟื้น เงินเฟ้อ สหรัฐฯ ต่ำ คาด
